Location	Strand	Length	PID	Gene	Synonym	Code	COG	Product	Checked out by
1096297..1098000	-	567	15901026	-	SP_1161	-	COG1249C	"acetoin dehydrogenase complex, E3 component, dihydrolipoamide dehydrogenase"	
1947880..1949070	-	396	15901865	-	SP_2044	-	COG0282C	acetate kinase	
1737069..1738136	-	355	15901655	-	SP_1826	-	COG1840P	ABC transporter substrate-binding protein	
95123..96598	+	491	15900035	-	SP_0092	-	COG1653G	ABC transporter substrate-binding protein	
1591050..1592387	-	445	15901525	-	SP_1690	-	COG1653G	ABC transporter substrate-binding protein	
1711701..1713317	-	538	15901625	-	SP_1796	-	COG1653G	ABC transporter substrate-binding protein	
145513..146343	+	276	15900086	-	SP_0148	-	COG0834ET	ABC transporter substrate-binding protein	
2119147..2120154	-	335	15902004	-	SP_2197	-	COG0715P	ABC transporter substrate-binding protein	
2150517..2153069	+	850	15902035	-	SP_2231	-	COG4485S	ABC transporter permease	
503396..504445	+	349	15900437	-	SP_0523	-	COG4473U	ABC transporter permease	
92969..93928	+	319	15900033	-	SP_0090	-	COG4209G	ABC transporter permease	
1714247..1715164	-	305	15901627	-	SP_1798	-	COG4209G	ABC transporter permease	
865467..867455	+	662	15900794	-	SP_0913	-	COG3127Q	ABC transporter permease	
149880..150572	+	230	15900090	-	SP_0152	-	COG2011P	ABC transporter permease	
998464..999264	+	266	15900933	-	SP_1063	-	COG1682GM	ABC transporter permease	
1734253..1735944	-	563	15901653	-	SP_1824	-	COG1178P	ABC transporter permease	
1590087..1590971	-	294	15901524	-	SP_1689	-	COG1175G	ABC transporter permease	
1828866..1829687	-	273	15901743	-	SP_1919	-	COG1132V	ABC transporter permease	
2120193..2120942	-	249	15902005	-	SP_2198	-	COG0600P	ABC transporter permease	
93942..94865	+	307	15900034	-	SP_0091	-	COG0395G	ABC transporter permease	
1589254..1590087	-	277	15901523	-	SP_1688	-	COG0395G	ABC transporter permease	
1713346..1714263	-	305	15901626	-	SP_1797	-	COG0395G	ABC transporter permease	
1277458..1279248	-	596	15901211	-	SP_1357	-	COG1132V	ABC transporter ATP-binding protein/permease	
1279211..1280935	-	574	15901212	-	SP_1358	-	COG1132V	ABC transporter ATP-binding protein/permease	
1352597..1354357	+	586	15901286	-	SP_1434	-	COG1132V	ABC transporter ATP-binding protein/permease	
1748456..1750207	-	583	15901668	-	SP_1839	-	COG1132V	ABC transporter ATP-binding protein/permease	
1750197..1751942	-	581	15901669	-	SP_1840	-	COG1132V	ABC transporter ATP-binding protein/permease	
1980558..1982324	-	588	15901892	-	SP_2073	-	COG1132V	ABC transporter ATP-binding protein/permease	
1983116..1984810	-	564	15901893	-	SP_2075	-	COG1132V	ABC transporter ATP-binding protein/permease	
600065..601057	+	330	15900542	-	SP_0636	-	COG4586R	ABC transporter ATP-binding protein	
1620921..1621814	-	297	15901551	-	SP_1717	-	COG4152R	ABC transporter ATP-binding protein	
212387..213478	-	363	15900177	-	SP_0242	-	COG3842E	ABC transporter ATP-binding protein	
1735956..1736966	-	336	15901654	-	SP_1825	-	COG3842E	ABC transporter ATP-binding protein	
567092..567739	+	215	15900508	-	SP_0600	-	COG1136V	ABC transporter ATP-binding protein	
658550..659191	+	213	15900588	-	SP_0687	-	COG1136V	ABC transporter ATP-binding protein	
739699..740400	+	233	15900679	-	SP_0786	-	COG1136V	ABC transporter ATP-binding protein	
864707..865465	+	252	15900793	-	SP_0912	-	COG1136V	ABC transporter ATP-binding protein	
1263279..1264019	-	246	15901195	-	SP_1341	-	COG1136V	ABC transporter ATP-binding protein	
1553815..1554516	-	233	15901488	-	SP_1653	-	COG1136V	ABC transporter ATP-binding protein	
1860543..1861175	+	210	15901780	-	SP_1957	-	COG1136V	ABC transporter ATP-binding protein	
1889922..1890563	-	213	15901810	-	SP_1987	-	COG1136V	ABC transporter ATP-binding protein	
148817..149878	+	353	15900089	-	SP_0151	-	COG1135P	ABC transporter ATP-binding protein	
135193..136809	+	538	15900076	-	SP_0137	-	COG1132V	ABC transporter ATP-binding protein	
1354317..1356062	+	581	15901287	-	SP_1435	-	COG1132V	ABC transporter ATP-binding protein	
1827828..1828859	-	343	15901742	-	SP_1918	-	COG1132V	ABC transporter ATP-binding protein	
502668..503399	+	243	15900436	-	SP_0522	-	COG1131V	ABC transporter ATP-binding protein	
672428..673075	+	215	15900606	-	SP_0707	-	COG1131V	ABC transporter ATP-binding protein	
905256..905843	+	195	15900834	-	SP_0957	-	COG1131V	ABC transporter ATP-binding protein	
997550..998467	+	305	15900932	-	SP_1062	-	COG1131V	ABC transporter ATP-binding protein	
1303855..1304604	-	249	15901235	-	SP_1381	-	COG1131V	ABC transporter ATP-binding protein	
1344918..1345652	-	244	15901279	-	SP_1426	-	COG1131V	ABC transporter ATP-binding protein	
1609606..1610238	-	210	15901538	-	SP_1704	-	COG1131V	ABC transporter ATP-binding protein	
1906185..1907069	-	294	15901826	-	SP_2003	-	COG1131V	ABC transporter ATP-binding protein	
463905..465587	+	560	15900398	-	SP_0483	-	COG1123R	ABC transporter ATP-binding protein	
685561..686946	+	461	15900617	-	SP_0720	-	COG1122P	ABC transporter ATP-binding protein	
1357148..1358272	+	374	15901290	-	SP_1438	-	COG1122P	ABC transporter ATP-binding protein	
2118419..2119147	-	242	15902003	-	SP_2196	-	COG1116P	ABC transporter ATP-binding protein	
1007572..1008330	+	252	15900940	-	SP_1071	-	COG1101R	ABC transporter ATP-binding protein	
728243..729784	+	513	15900664	-	SP_0770	-	COG0488R	ABC transporter ATP-binding protein	
1042800..1044701	+	633	15900981	-	SP_1114	-	COG0488R	ABC transporter ATP-binding protein	
1216328..1217887	+	519	15901142	-	SP_1282	-	COG0488R	ABC transporter ATP-binding protein	
1462632..1464503	-	623	15901396	-	SP_1553	-	COG0488R	ABC transporter ATP-binding protein	
2148833..2150455	+	540	15902034	-	SP_2230	-	COG0488R	ABC transporter ATP-binding protein	
813521..814291	+	256	15900750	-	SP_0867	-	COG0396O	ABC transporter ATP-binding protein	
1160215..1161360	-	381	15901090	-	SP_1228	-	COG1194L	A/G-specific adenine glycosylase	
1695201..1695665	+	154	15901606	-	SP_1777	-	COG0780R	7-cyano-7-deazaguanine reductase	
168025..168492	-	155	15900112	ribH	SP_0175	-	COG0054H	"6,7-dimethyl-8-ribityllumazine synthase"	
353723..355147	+	474	15900298	-	SP_0375	-	COG0362G	6-phosphogluconate dehydrogenase	
850271..851278	+	335	15900779	pfkA	SP_0896	-	COG0205G	6-phosphofructokinase	
276838..278274	+	478	15900236	celA	SP_0303	-	COG2723G	6-phospho-beta-glucosidase	
545872..547287	+	471	15900488	-	SP_0578	-	COG2723G	6-phospho-beta-glucosidase	
455862..457274	+	470	15900392	-	SP_0477	-	COG2723G	6-phospho-beta-galactosidase	
1121169..1122575	-	468	15901049	-	SP_1184	-	COG2723G	6-phospho-beta-galactosidase	
2124559..2125011	-	150	15902011	rplI	SP_2204	-	COG0359J	50S ribosomal protein L9	
1274614..1274982	-	122	15901208	rplL	SP_1354	-	COG0222J	50S ribosomal protein L7/L12	
200818..201354	+	178	15900161	rplF	SP_0225	-	COG0097J	50S ribosomal protein L6	
199114..199656	+	180	15900157	rplE	SP_0221	-	COG0094J	50S ribosomal protein L5	
194218..194841	+	207	15900146	rplD	SP_0210	-	COG0088J	50S ribosomal protein L4	
205559..205675	+	38	15900169	rpmJ	SP_0233	-	COG0257J	50S ribosomal protein L36	
907905..908105	+	66	15900837	rpmI	SP_0960	-	COG0291J	50S ribosomal protein L35	
1896650..1896784	-	44	15901816	rpmH	SP_1993	-	-	50S ribosomal protein L34	
919302..919451	+	49	15900850	rpmG	SP_0973	-	COG0267J	50S ribosomal protein L33	
1915512..1915664	-	50	15901832	rpmG	SP_2009	-	COG0267J	50S ribosomal protein L33	
2046015..2046164	+	49	15901949	rpmG	SP_2135	-	COG0267J	50S ribosomal protein L33	
2045817..2045999	+	60	15901948	rpmF	SP_2134	-	COG0333J	50S ribosomal protein L32	
1231000..1231242	+	80	15901159	rpmE2	SP_1299	-	COG0254J	50S ribosomal protein L31	
202320..202502	+	60	15900164	rpmD	SP_0228	-	COG1841J	50S ribosomal protein L30	
193567..194193	+	208	15900145	rplC	SP_0209	-	COG0087J	50S ribosomal protein L3	
197822..198028	+	68	15900153	rpmC	SP_0217	-	COG0255J	50S ribosomal protein L29	
414869..415057	+	62	15900358	rpmB	SP_0441	-	COG0227J	50S ribosomal protein L28	
1037916..1038200	+	94	15900974	rpmA	SP_1107	-	COG0211J	50S ribosomal protein L27	
198785..199090	+	101	15900156	rplX	SP_0220	-	COG0198J	50S ribosomal protein L24	
194841..195137	+	98	15900147	rplW	SP_0211	-	COG0089J	50S ribosomal protein L23	
196385..196729	+	114	15900150	rplV	SP_0214	-	COG0091J	50S ribosomal protein L22	
1037216..1037530	+	104	15900972	rplU	SP_1105	-	COG0261J	50S ribosomal protein L21	
908157..908516	+	119	15900838	rplT	SP_0961	-	COG0292J	50S ribosomal protein L20	
195155..195988	+	277	15900148	rplB	SP_0212	-	COG0090J	50S ribosomal protein L2	
1227880..1228227	-	115	15901153	rplS	SP_1293	-	COG0335J	50S ribosomal protein L19	
201438..201794	+	118	15900162	rplR	SP_0226	-	COG0256J	50S ribosomal protein L18	
207449..207835	+	128	15900173	rplQ	SP_0237	-	COG0203J	50S ribosomal protein L17	
197399..197812	+	137	15900152	rplP	SP_0216	-	COG0197J	50S ribosomal protein L16	
202647..203087	+	146	15900165	rplO	SP_0229	-	COG0200J	50S ribosomal protein L15	
198339..198707	+	122	15900155	rplN	SP_0219	-	COG0093J	50S ribosomal protein L14	
272052..272498	+	148	15900228	rplM	SP_0294	-	COG0102J	50S ribosomal protein L13	
1700320..1701270	-	316	15901611	prmA	SP_1782	-	COG2264J	50S ribosomal protein L11 methyltransferase	
596795..597220	+	141	15900537	rplK	SP_0630	-	COG0080J	50S ribosomal protein L11	
1275058..1275558	-	166	15901209	rplJ	SP_1355	-	COG0244J	50S ribosomal protein L10	
597427..598116	+	229	15900538	rplA	SP_0631	-	COG0081J	50S ribosomal protein L1	
934536..935228	+	230	15900866	-	SP_0991	-	COG0775F	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	
556412..557278	+	288	15900495	-	SP_0586	-	COG0685E	"5,10-methylenetetrahydrofolate reductase"	
554099..556348	+	749	15900494	-	SP_0585	-	COG0620E	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	
2003048..2003587	-	179	15901910	-	SP_2095	-	COG0212H	5-formyltetrahydrofolate cyclo-ligase	
1604080..1604442	-	120	15901533	acpS	SP_1699	-	COG0736I	4'-phosphopantetheinyl transferase	
962068..962250	-	60	15900888	-	SP_1017	-	COG1942R	4-oxalocrotonate tautomerase	
759271..759825	+	184	15900697	-	SP_0804	-	COG0693R	4-methyl-5(b-hydroxyethyl)-thiazole monophosphate biosynthesis protein	
2018683..2020200	-	505	15901922	-	SP_2107	-	COG1640G	4-alpha-glucanotransferase	
272517..272909	+	130	15900229	rpsI	SP_0295	-	COG0103J	30S ribosomal protein S9	
200228..200626	+	132	15900160	rpsH	SP_0224	-	COG0096J	30S ribosomal protein S8	
247538..248008	+	156	15900206	-	SP_0272	-	COG0049J	30S ribosomal protein S7	
1449349..1449639	-	96	15901385	rpsF	SP_1541	-	COG0360J	30S ribosomal protein S6	
201812..202306	+	164	15900163	rpsE	SP_0227	-	COG0098J	30S ribosomal protein S5	
90980..91591	+	203	15900029	rpsD	SP_0085	-	COG0522J	30S ribosomal protein S4	
196742..197395	+	217	15900151	rpsC	SP_0215	-	COG0092J	30S ribosomal protein S3	
1333451..1333627	-	58	15901268	rpsU	SP_1414	-	-	30S ribosomal protein S21	
786386..786622	-	78	15900725	rpsT	SP_0838	-	COG0268J	30S ribosomal protein S20	
2134264..2135043	-	259	15902019	rpsB	SP_2215	-	COG0052J	30S ribosomal protein S2	
196092..196373	+	93	15900149	rpsS	SP_0213	-	COG0185J	30S ribosomal protein S19	
1448596..1448835	-	79	15901383	rpsR	SP_1539	-	COG0238J	30S ribosomal protein S18	
198053..198313	+	86	15900154	rpsQ	SP_0218	-	COG0186J	30S ribosomal protein S17	
731798..732070	+	90	15900669	rpsP	SP_0775	-	COG0228J	30S ribosomal protein S16	
1528268..1528537	-	89	15901462	rpsO	SP_1626	-	COG0184J	30S ribosomal protein S15	
199674..199943	+	89	15900158	rpsN	SP_0222	-	COG0199J	30S ribosomal protein S14	
205693..206058	+	121	15900170	rpsM	SP_0234	-	COG0099J	30S ribosomal protein S13	
247105..247518	+	137	15900205	rpsL	SP_0271	-	COG0048J	30S ribosomal protein S12	
206076..206459	+	127	15900171	-	SP_0235	-	COG0100J	30S ribosomal protein S11	
193042..193350	+	102	15900144	rpsJ	SP_0208	-	COG0051J	30S ribosomal protein S10	
808189..809391	+	400	15900746	rpsA	SP_0862	-	COG0539J	30S ribosomal protein S1	
168493..169698	-	401	15900113	-	SP_0176	-	COG0108H	"3,4-dihydroxy-2-butanone 4-phosphate synthase"	
1293773..1295056	-	427	15901225	-	SP_1371	-	COG0128E	3-phosphoshikimate 1-carboxyvinyltransferase	
395658..396632	+	324	15900336	-	SP_0417	-	COG0332I	3-oxoacyl-ACP synthase	
399709..400944	+	411	15900341	-	SP_0422	-	COG0304IQ	3-oxoacyl-ACP synthase	
398956..399687	+	243	15900340	fabG	SP_0421	-	COG1028IQR	3-ketoacyl-ACP reductase	
746713..747411	+	232	15900686	fabG	SP_0793	-	COG1028IQR	3-ketoacyl-ACP reductase	
1941746..1942411	-	221	15901856	ulaD	SP_2035	-	COG0269G	3-keto-L-gulonate-6-phosphate decarboxylase	
1629797..1631071	-	424	15901559	-	SP_1726	-	COG1257I	3-hydroxy-3-methylglutaryl-CoA reductase	
1297786..1298853	-	355	15901229	aroB	SP_1375	-	COG0337E	3-dehydroquinate synthase	
1299716..1300393	-	225	15901231	aroD	SP_1377	-	COG0710E	3-dehydroquinate dehydratase	
2004797..2005495	-	232	15901912	-	SP_2097	-	COG2171E	"2,3,4,5-tetrahydropyridine-2,6-carboxylate N-succinyltransferase"	
1190557..1191651	-	364	15901118	-	SP_1258	-	COG0119E	2-isopropylmalate synthase	
1203710..1204417	-	235	15901131	ispD	SP_1271	-	COG1211I	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	
733725..734243	+	172	15900672	rimM	SP_0778	-	COG0806J	16S rRNA-processing protein RimM	
1219486..1220199	+	237	15901145	gidB	SP_1285	-	COG0357M	16S rRNA methyltransferase GidB	
1699575..1700318	-	247	15901610	-	SP_1781	-	COG1385S	16S ribosomal RNA methyltransferase RsmE	
823444..824355	+	303	15900759	-	SP_0876	-	COG1105G	1-phosphofructokinase	
401429..401851	+	140	15900343	fabZ	SP_0424	-	COG0764I	(3R)-hydroxymyristoyl-ACP dehydratase	
151306..151920	+	204	15900092	-	SP_0154	-	COG5578S	#NAME?	
1578108..1578752	-	214	15901512	-	SP_1677	-	COG5578S	#NAME?	
584985..585707	+	240	15900525	-	SP_0617	-	COG5549O	#NAME?	
1719428..1719598	+	56	15901632	-	SP_1803	-	COG5547S	#NAME?	
1960880..1961737	+	285	15901879	-	SP_2059	-	COG5523S	#NAME?	
1568320..1569024	-	234	15901503	-	SP_1668	-	COG5522S	#NAME?	
1061163..1061609	-	148	15900993	-	SP_1127	-	COG5506S	#NAME?	
126732..126965	-	77	15900064	-	SP_0122	-	COG5503S	#NAME?	
1452696..1453127	-	143	15901388	-	SP_1545	-	COG5353S	#NAME?	
1738161..1738820	-	219	15901656	-	SP_1827	-	COG5255S	#NAME?	
1367179..1368075	-	298	15901297	-	SP_1447	-	COG5006R	#NAME?	
2005725..2006636	-	303	15901913	-	SP_2098	-	COG5006R	#NAME?	
879752..879949	-	65	15900806	-	SP_0926	-	COG4977K	#NAME?	
540202..541032	+	276	15900484	-	SP_0574	-	COG4951S	#NAME?	
832650..832985	+	111	15900766	-	SP_0883	-	COG4947S	#NAME?	
832982..833389	+	135	15900767	-	SP_0884	-	COG4947S	#NAME?	
1951257..1951718	-	153	15901868	-	SP_2048	-	COG4940U	#NAME?	
1769712..1770476	-	254	15901690	-	SP_1862	-	COG4922S	#NAME?	
426442..428334	+	630	15900371	-	SP_0454	-	COG4907S	#NAME?	
1827400..1827762	-	120	15901741	-	SP_1917	-	COG4898S	#NAME?	
1308967..1309464	-	165	15901238	-	SP_1384	-	COG4894S	#NAME?	
2045465..2045665	+	66	15901947	-	SP_2133	-	COG4877S	#NAME?	
313701..315185	-	494	15900271	-	SP_0341	-	COG4868S	#NAME?	
175106..175810	-	234	15900121	-	SP_0184	-	COG4858S	#NAME?	
1469414..1470193	-	259	15901403	-	SP_1560	-	COG4856S	#NAME?	
1467590..1467976	-	128	15901401	-	SP_1558	-	COG4835S	#NAME?	
936487..938256	+	589	15900869	-	SP_0994	-	COG4781C	#NAME?	
1331221..1331604	-	127	15901265	-	SP_1411	-	COG4768R	#NAME?	
365196..365894	+	232	15900308	-	SP_0385	-	COG4758S	#NAME?	
1825660..1826334	-	224	15901738	-	SP_1914	-	COG4758S	#NAME?	
688306..688830	+	174	15900620	-	SP_0723	-	COG4732S	#NAME?	
685000..685560	+	186	15900616	-	SP_0719	-	COG4721S	#NAME?	
462991..463539	+	182	15900397	-	SP_0482	-	COG4720S	#NAME?	
1501234..1501695	-	153	15901437	-	SP_1597	-	COG4720S	#NAME?	
101200..101793	-	197	15900042	-	SP_0099	-	COG4709S	#NAME?	
955998..956507	+	169	15900884	-	SP_1012	-	COG4708S	#NAME?	
772745..772975	-	76	15900710	-	SP_0822	-	COG4703S	#NAME?	
1954652..1955023	-	123	15901874	-	SP_2054	-	COG4699S	#NAME?	
392282..392653	-	123	15900331	-	SP_0412	-	COG4687S	#NAME?	
1164854..1165417	+	187	15901094	-	SP_1232	-	COG4684S	#NAME?	
1071285..1071650	+	121	15901009	-	SP_1143	-	COG4679S	#NAME?	
111157..113241	+	694	15900053	-	SP_0110	-	COG4652S	#NAME?	
656527..658548	+	673	15900587	-	SP_0686	-	COG4652S	#NAME?	
1859774..1860541	+	255	15901779	-	SP_1956	-	COG4652S	#NAME?	
1933726..1934136	-	136	15901848	-	SP_2027	-	COG4642S	#NAME?	
532019..532612	+	197	15900479	-	SP_0567	-	COG4639R	#NAME?	
692031..692402	+	123	15900625	-	SP_0728	-	COG4633S	#NAME?	
1920126..1921106	-	326	15901836	-	SP_2013	-	COG4591M	#NAME?	
601059..601877	+	272	15900543	-	SP_0637	-	COG4587R	#NAME?	
1223986..1224363	-	125	15901149	-	SP_1289	-	COG4506S	#NAME?	
1142829..1144103	-	424	15901076	-	SP_1213	-	COG4487S	#NAME?	
651835..652056	+	73	15900578	-	SP_0677	-	COG4483S	#NAME?	
2864..3112	+	82	15899952	-	SP_0003	-	COG4481S	#NAME?	
896604..896819	+	71	15900826	-	SP_0947	-	COG4479S	#NAME?	
1327469..1328086	-	205	15901260	-	SP_1406	-	COG4478S	#NAME?	
1326580..1326858	-	92	15901258	-	SP_1404	-	COG4476S	#NAME?	
634196..634759	+	187	15900564	-	SP_0663	-	COG4475S	#NAME?	
349671..350198	+	175	15900294	-	SP_0371	-	COG4474S	#NAME?	
182014..182280	+	88	15900129	-	SP_0192	-	COG4472S	#NAME?	
707551..707799	+	82	15900643	-	SP_0748	-	COG4471S	#NAME?	
726141..726653	+	170	15900661	-	SP_0767	-	COG4470S	#NAME?	
648418..649041	+	207	15900574	-	SP_0673	-	COG4468G	#NAME?	
2122895..2123161	-	88	15902009	-	SP_2202	-	COG4466S	#NAME?	
735727..735966	+	79	15900675	-	SP_0782	-	COG4443S	#NAME?	
748744..749184	+	146	15900689	-	SP_0796	-	COG4405S	#NAME?	
359378..360253	-	291	15900303	-	SP_0380	-	COG4403V	#NAME?	
145086..145295	+	69	15900085	-	SP_0147	-	COG4392S	#NAME?	
1315121..1315873	-	250	15901245	-	SP_1391	-	COG4377S	#NAME?	
1346961..1347272	-	103	15901281	-	SP_1428	-	COG4357S	#NAME?	
890451..890969	+	172	15900819	-	SP_0939	-	COG4283S	#NAME?	
1184697..1186025	-	442	15901111	-	SP_1250	-	COG4268V	#NAME?	
1386277..1386534	-	85	15901323	-	SP_1473	-	COG4224S	#NAME?	
482930..483457	+	175	15900414	-	SP_0500	-	COG4129S	#NAME?	
1655009..1655962	+	317	15901585	-	SP_1754	-	COG4129S	#NAME?	
1445737..1446486	-	249	15901380	-	SP_1536	-	COG4123R	#NAME?	
1006709..1007575	+	288	15900939	-	SP_1070	-	COG4120R	#NAME?	
1029779..1030348	-	189	15900964	-	SP_1096	-	COG4116S	#NAME?	
1645045..1645299	-	84	15901572	-	SP_1740	-	COG4115S	#NAME?	
1019038..1020315	+	425	15900952	-	SP_1083	-	COG4109K	#NAME?	
278326..278565	+	79	15900237	-	SP_0304	-	COG4095S	#NAME?	
969377..970351	+	324	15900898	-	SP_1027	-	COG4086S	#NAME?	
859370..860737	+	455	15900788	-	SP_0907	-	COG3955M	#NAME?	
1067625..1068071	+	148	15901002	-	SP_1136	-	COG3935L	#NAME?	
1481465..1482142	-	225	15901417	-	SP_1575	-	COG3935L	#NAME?	
182719..183024	+	101	15900130	-	SP_0194	-	COG3906S	#NAME?	
2135267..2136445	-	392	15902020	-	SP_2216	-	COG3883S	#NAME?	
208100..208366	+	88	15900174	-	SP_0238	-	COG3830T	#NAME?	
805150..805839	+	229	15900742	-	SP_0858	-	COG3819S	#NAME?	
805836..806759	+	307	15900743	-	SP_0859	-	COG3817S	#NAME?	
779639..780181	+	180	15900717	-	SP_0830	-	COG3797S	#NAME?	
1146647..1147018	-	123	15901080	-	SP_1218	-	COG3764M	#NAME?	
1784375..1784623	-	82	15901710	-	SP_1882	-	COG3763S	#NAME?	
1962516..1962875	-	119	15901881	-	SP_2061	-	COG3759S	#NAME?	
931315..932115	-	266	15900862	-	SP_0987	-	COG3757M	#NAME?	
2106354..2107781	-	475	15901994	-	SP_2187	-	COG3711K	#NAME?	
601879..602664	+	261	15900544	-	SP_0638	-	COG3694R	#NAME?	
857311..858126	-	271	15900785	-	SP_0904	-	COG3689S	#NAME?	
1295148..1295486	-	112	15901226	-	SP_1372	-	COG3679S	#NAME?	
2059710..2061389	-	559	15901959	-	SP_2146	-	COG3669G	#NAME?	
972795..973013	+	72	15900901	-	SP_1030	-	COG3655K	#NAME?	
837995..838408	+	137	15900772	-	SP_0889	-	COG3654R	#NAME?	
1066524..1067141	+	205	15901000	-	SP_1134	-	COG3646S	#NAME?	
1071640..1071933	+	97	15901010	-	SP_1144	-	COG3620K	#NAME?	
1036330..1037034	+	234	15900971	-	SP_1104	-	COG3619S	#NAME?	
1615682..1616851	-	389	15901546	-	SP_1712	-	COG3611L	#NAME?	
1633375..1633824	-	149	15901562	-	SP_1730	-	COG3610S	#NAME?	
467551..468114	+	187	15900402	-	SP_0488	-	COG3601S	#NAME?	
350268..350597	+	109	15900295	-	SP_0372	-	COG3599D	#NAME?	
535552..537156	+	534	15900481	-	SP_0570	-	COG3593L	#NAME?	
232579..233151	+	190	15900194	-	SP_0260	-	COG3575S	#NAME?	
1968437..1969714	-	425	15901886	-	SP_2067	-	COG3572H	#NAME?	
719074..719760	+	228	15900654	-	SP_0760	-	COG3568R	#NAME?	
1817703..1818236	+	177	15901730	-	SP_1903	-	COG3557J	#NAME?	
1990696..1991157	+	153	15901897	-	SP_2081	-	COG3542S	#NAME?	
2056134..2057414	-	426	15901957	-	SP_2144	-	COG3538S	#NAME?	
1874849..1875886	-	345	15901790	-	SP_1967	-	COG3480T	#NAME?	
1781450..1781911	-	153	15901706	-	SP_1878	-	COG3448T	#NAME?	
1495716..1496498	+	260	15901432	-	SP_1590	-	COG3442R	#NAME?	
1131313..1131615	-	100	15901060	-	SP_1197	-	COG3414G	#NAME?	
1189242..1189511	-	89	15901117	-	SP_1256	-	COG3326S	#NAME?	
1798266..1799459	-	397	15901720	-	SP_1893	-	COG3307M	#NAME?	
158319..158759	-	146	15900099	-	SP_0161	-	COG3279KT	#NAME?	
1826340..1826789	-	149	15901739	-	SP_1915	-	COG3279KT	#NAME?	
744572..745387	+	271	15900683	-	SP_0790	-	COG3264M	#NAME?	
1442913..1443110	-	65	15901376	-	SP_1531	-	COG3237S	#NAME?	
1720276..1720479	+	67	15901634	-	SP_1805	-	COG3237S	#NAME?	
1267611..1270220	-	869	15901198	-	SP_1344	-	COG3173R	#NAME?	
862955..863404	+	149	15900790	-	SP_0909	-	COG3091S	#NAME?	
255111..255374	+	87	15900209	-	SP_0275	-	COG3077L	#NAME?	
899442..899669	+	75	15900829	-	SP_0951	-	COG3070K	#NAME?	
1412458..1413669	-	403	15901351	-	SP_1504	-	COG3063NU	#NAME?	
255367..255645	+	92	15900210	-	SP_0276	-	COG3041S	#NAME?	
1454330..1455058	-	242	15901390	-	SP_1547	-	COG3022S	#NAME?	
551874..552875	-	333	15900492	-	SP_0582	-	COG3021S	#NAME?	
895741..896595	+	284	15900825	-	SP_0946	-	COG2996S	#NAME?	
1005606..1006640	+	344	15900938	-	SP_1069	-	COG2984R	#NAME?	
1633826..1634584	-	252	15901563	-	SP_1731	-	COG2966S	#NAME?	
1500752..1501006	-	84	15901436	-	SP_1596	-	COG2963L	#NAME?	
8778..9146	+	122	15899957	-	SP_0008	-	COG2919D	#NAME?	
1528678..1529307	-	209	15901463	-	SP_1627	-	COG2910R	#NAME?	
1037546..1037890	+	114	15900973	-	SP_1106	-	COG2868J	#NAME?	
1839288..1839647	-	119	15901759	-	SP_1935	-	COG2856E	#NAME?	
35009..36019	-	336	15899980	-	SP_0034	-	COG2855S	#NAME?	
208376..209713	+	445	15900175	-	SP_0239	-	COG2848S	#NAME?	
1371647..1372159	-	170	15901303	-	SP_1453	-	COG2843M	#NAME?	
1193095..1193454	-	119	15901121	-	SP_1261	-	COG2832S	#NAME?	
1445448..1445747	-	99	15901379	-	SP_1535	-	COG2827L	#NAME?	
831804..832628	+	274	15900765	-	SP_0882	-	COG2819R	#NAME?	
1503503..1504654	-	383	15901440	-	SP_1600	-	COG2814G	#NAME?	
788410..789000	+	196	15900728	-	SP_0841	-	COG2813J	#NAME?	
696748..697095	+	115	15900628	-	SP_0731	-	COG2764S	#NAME?	
522522..522815	+	97	15900466	-	SP_0554	-	COG2740K	#NAME?	
1251633..1252091	-	152	15901181	-	SP_1327	-	COG2731G	#NAME?	
1579470..1579922	-	150	15901515	-	SP_1680	-	COG2731G	#NAME?	
1592406..1592858	-	150	15901526	-	SP_1691	-	COG2731G	#NAME?	
1414987..1416000	+	337	15901353	-	SP_1506	-	COG2706G	#NAME?	
79687..80541	+	284	15900018	-	SP_0073	-	COG2514R	#NAME?	
563513..564397	+	294	15900502	-	SP_0593	-	COG2508TQ	#NAME?	
2144453..2144821	+	122	15902030	-	SP_2226	-	COG2501S	#NAME?	
528536..529870	+	444	15900474	-	SP_0562	-	COG2461S	#NAME?	
2001118..2002086	+	322	15901908	-	SP_2093	-	COG2433S	#NAME?	
1838734..1839159	-	141	15901758	-	SP_1934	-	COG2405R	#NAME?	
1511651..1512328	-	225	15901450	-	SP_1610	-	COG2384R	#NAME?	
9266..10534	+	422	15899959	-	SP_0010	-	COG2367V	#NAME?	
1030476..1031147	+	223	15900965	-	SP_1097	-	COG2357S	#NAME?	
28094..28717	+	207	15899973	-	SP_0026	-	COG2339S	#NAME?	
329456..330538	+	360	15900284	-	SP_0355	-	COG2327S	#NAME?	
1752148..1752525	-	125	15901670	-	SP_1841	-	COG2323S	#NAME?	
1191670..1192005	-	111	15901119	-	SP_1259	-	COG2315S	#NAME?	
1563182..1563967	-	261	15901497	-	SP_1662	-	COG2302S	#NAME?	
142669..143895	+	408	15900083	-	SP_0145	-	COG2270R	#NAME?	
